"address","in","ratio","currentHoldings","lastHoldings","lastWeekPayout","dif","cre8rPrice","basicBribe","out","bogusestBribe","basicBoost","boostedBribe","boostedBonus","payoutUSD","payoutCre8r"
"0x752d5a59d9cD3ed8af87E0C8939D5d19Db168331","",0.002156033733615914,0,0,0,0,0.01145,9.679528813841438,"",4.839764406920719,0,12.099411017301797,0,4.839764406920719,422.6868477660017
"0x1846622892AA7bfe5d7282643133Ad47823FF18e","",0.002023034762106017,62233.27640275943,62233.27640275943,0,0,0.01145,9.082428983319648,"",0,9.990671881651613,11.35303622914956,0,11.35303622914956,991.5315483973415
"0xAa560Ad63cde52ac6249C493642CBd3Dc7E0B7a2","",0.0019097195842544467,10661.704901573115,3756.2457750791095,12.744066429518833,6892.715060064487,0.01145,8.57369968471989,"",0,0,10.717124605899862,11.574494574371851,11.574494574371851,1010.872888591428
"0x9CED3bDC0e6ff65C3f072b0b5527184843Ed4eaf","",0.0018318838622253721,30843.486343368164,5543.382659604167,12.615292144073692,25287.488391619925,0.01145,8.224255655909161,"",0,0,10.280319569886451,11.102745135477369,11.102745135477369,969.6720642338313
"0x77E395cCB0f042083F389404f3459DAD40B6D552","",0.0005734773692319696,1372.5724320430327,1133.7096977333856,3.8901755316465705,234.97255877800058,0.01145,2.5746307365317476,"",0,0,3.2182884206646847,0,3.2182884206646847,281.07322451219954
"0xE7377048eDeec220187b3f3B3dCB8B621fE26EfB","",0.0005313483177222263,2091.7864984668413,1842.2298333033796,3.0871445820975207,246.46952058136412,0.01145,2.3854920595109292,"",0,0,2.9818650743886614,0,2.9818650743886614,260.42489732652064
"0x167D87A906dA361A10061fe42bbe89451c2EE584","",0.0005097754995927291,0,0,0,0,0.01145,2.288640738761869,"",1.1443203693809345,0,2.860800923452336,0,1.1443203693809345,99.94064361405542
"0xB1F4E4b9A137eD083c07a68620C88FC27f251040","",0.0009867221939561092,897.527279080899,527.5524732489163,6.543237114389876,363.4315687175929,0.01145,4.429896322464711,"",0,0,5.537370403080889,5.980360035327361,5.980360035327361,522.3021864914725
"0x99e8845841BDe89e148663A6420a98C47e15EbCe","",0.0008771150103064586,1742.8170575361823,1742.8170575361823,0,0,0.01145,3.9378140902625853,"",0,4.331595499288844,4.922267612828231,0,4.922267612828231,429.89236793259664
"0x6c1333b30C53F132dD2D928d27892d89F110cbF8","",0.0008107221988593315,4568.97891328,4568.97891328,0,0,0.01145,3.639743090066958,"",0,4.003717399073654,4.549678862583698,0,4.549678862583698,397.35186572783385
"0x3821245dab571f68cb0c97B04983dE91651d0E01","",0.0003832713211566852,2069.0708380397004,2275.7449066404024,2.5872061612402604,-209.26127476194233,0.01145,1.7206993280357024,"",0.8603496640178512,0,2.150874160044628,0,0.8603496640178512,75.13970864784726
"0xB8922E08b04067470dF7bB242aF8d7361D3D0047","",0.0006909312643221279,3075.2277774679997,857.367974328,4.2734371812410155,2213.5863659587585,0.01145,3.1019408356721674,"",0,0,3.877426044590209,4.187620128157426,4.187620128157426,365.7310155596005
"0x71742CC139223c3AD78a5f63D518F3C792A3f4C6","",0.000316921117587313,1334.175917586348,1255.0211976401595,0,79.1547199461886,0.01145,1.4228196162109363,"",0,1.56510157783203,1.7785245202636704,0,1.7785245202636704,155.3296524247747
"0x38dAEa6f17E4308b0Da9647dB9ca6D84a3A7E195","",0.0006329420093864286,149963.6937860367,147869.11689929667,4.035892050658026,2090.5409946893633,0.01145,2.8415976623295505,"",0,0,3.5519970779119383,0,3.5519970779119383,310.2180854071562
"0xa3b926f6d2bB5507fE711847640bA2086CB11A75","",0.00047634344845905906,2557.7074878897356,2248.610516904168,3.0225136216278745,306.0744573639399,0.01145,2.1385473069158585,"",0,0,2.673184133644823,0,2.673184133644823,233.46586320042124
"0x1bc2dd08c5332852CF647d746bC746B94d24950b","",0.0005937895181312919,5316.0697551764815,4938.560613632981,3.702991920233383,373.80614962326763,0.01145,2.6658222737867274,"",0,0,3.332277842233409,0,3.332277842233409,291.028632509468
"0x3ba1d5bb378069758a4C27953Ad7F01c4D80a461","",0.000587540424646486,381.43087008814547,140.66011431332615,3.67291930548944,237.09783646932988,0.01145,2.637766924047314,"",0,0,3.2972086550591424,3.5609853474638737,3.5609853474638737,311.0030871147488
"0xa9A979fcB2D8Caa59025A3fDD1Bc8A1b591162b6","",0.0005801019776914668,1613.9762223086127,1340.5442281071103,3.615346337074615,269.81664786442775,0.01145,2.6043719634264586,"",0,0,3.2554649542830734,0,3.2554649542830734,284.32008334349985
"0x21a555839A4e8B9AC20430235804b4A4EF6a3587","",0.0005292461363686224,0,0,0,0,0.01145,2.376054301340975,"",1.1880271506704876,0,2.970067876676219,0,1.1880271506704876,103.75782975288101
"0x7b932C1aeFa5DEEdff57004DDA68AFFD6685c38c","",0.000507684348810312,2790.7045075999995,976.23399074,3.496174899120301,1810.9743419608792,0.01145,2.279252502419877,"",0,0,2.849065628024846,3.076990878266834,3.076990878266834,268.73282779623
"0x9F4E715fddc7c5a4C66a1F908927443Dcd9d7647","",0.0004724282769486904,484.0410081038266,298.9609593520928,3.184343558710285,181.8957051930235,0.01145,2.120970116515323,"",0,0,2.651212645644154,2.863309657295686,2.863309657295686,250.07071242757084
"0x6b22e1ac6940d2832607648fFF3d7Ca8a5224bA6","",0.0003559209511218587,215.12938627323337,75.97626771808689,2.358717745547242,136.79440080959924,0.01145,1.5979096468291234,"",0,0,1.9973870585364042,2.1571780232193167,2.1571780232193167,188.39982735539883
"0x1B560c8157F8baCDD7B39fdb5fFF10938acf2420","",0.000041831344946155664,41.066696539916,40.61995574226,0,0.4467407976560054,0.01145,0.18780212128173793,"",0,0.20658233340991175,0.2347526516021724,0,0.2347526516021724,20.502414987089292
"0x397A7EC90bb4f0e89Ffd2Fb3269a3ef295d4f84A","",0.00021982615933669285,340888.7604423265,0,0,340888.7604423265,0.01145,0.9869111091165682,"",0,1.0856022200282252,1.2336388863957102,1.3323299973073672,1.3323299973073672,116.3606984547919
"0x75AEC1D6Bdb2d63BeCFd6c65A01f3E2175B98A62","",0.0000951150003170031,417.546442863969,252.85374223056897,0.24259655259719867,164.45010408080282,0.01145,0.42701947183957245,"",0,0,0.5337743397994655,0.5764762869834228,0.5764762869834228,50.34727397235134
"0x4Fe49089770fE363fB07b5c19495c23B2863BeE6","",0.00015384472699610374,854.7676635757191,345.65370909171907,0.9809756684046423,508.1329788155954,0.01145,0.6906869983517795,"",0,0,0.8633587479397243,0.9324274477749024,0.9324274477749024,81.43471159606135
"0x3c5Aac016EF2F178e8699D6208796A2D67557fe2","",0.00008099186034009708,1100989.898573911,732621.3901953481,227.57203919130745,368140.9363393717,0.01145,0.36361353425291537,"",0,0,0.45451691781614423,0.4908782712414358,0.4908782712414358,42.8714647372433
"0xC1798C61248FD8bd10F7A36305aAf7FBF7aB57e6","",0.0000075150764691800745,88.12020658507365,76.44890842427365,0,11.671298160799992,0.01145,0.03373898937084487,"",0,0.037112888307929366,0.04217373671355609,0,0.04217373671355609,3.683295782843327
"0xE7CA372E697edb3ACD2354219d055972C4EE4539","",9.510445284374706e-8,1.3473382464131,1.3063769401221,0,0.040961306291000144,0.01145,0.00042697211888321405,"",0,0.0004696693307715355,0.0005337151486040176,0,0.0005337151486040176,0.04661267673397534
