"address","in","ratio","currentHoldings","lastHoldings","lastWeekPayoutInCRE8R","dif","cre8rPrice","basicBribe","out","bogusestBribe","basicBoost","boostedBribe","boostedBonus","boostedBonanza","payoutUSD","payoutCre8r"
"0xa3b926f6d2bB5507fE711847640bA2086CB11A75","",0.0006899476421313523,2969.9505003604913,2548.0626131358385,233.46586320042124,188.42202402423163,0.01602,2.8746245456650126,"",0,0,3.5932806820812657,0,0,3.5932806820812657,224.29966804502283
"0x6c1333b30C53F132dD2D928d27892d89F110cbF8","",0.0007865801371509619,939.2717054423999,548.2774695935999,397.35186572783385,-6.357629879033766,0.01602,3.277237910983736,"",0,0,4.09654738872967,0,0,4.09654738872967,255.7145685848733
"0x3821245dab571f68cb0c97B04983dE91651d0E01","",0.00037929706242447565,961.0049019593425,887.4662702528276,75.13970864784726,-1.6010769413322805,0.01602,1.5803179533679075,"",0,0,1.9753974417098843,0,0,1.9753974417098843,123.30820485080427
"0x397A7EC90bb4f0e89Ffd2Fb3269a3ef295d4f84A","",0.0007311222130953205,343763.48945138283,340883.7502625813,116.3606984547919,2763.378490346775,0.01602,3.046175870899799,"",0,0,3.8077198386247484,0,0,3.8077198386247484,237.68538318506546
"0xe45364127bB8302cf12b80e99ff8668f2a6afF38","",0.0007091285378963556,0,0,0,0,0.01602,2.9545405717617044,"",1.4772702858808522,0,3.6931757147021305,0,0,1.4772702858808522,92.21412521103946
"0xB8922E08b04067470dF7bB242aF8d7361D3D0047","",0.0006769984416005613,728.9066526465599,369.02733329615995,365.7310155596005,-5.851696209200554,0.01602,2.8206724956550158,"",0,0,3.5258406195687697,0,0,3.5258406195687697,220.08992631515417
"0xa9A979fcB2D8Caa59025A3fDD1Bc8A1b591162b6","",0.0005745905066502677,1950.812075789938,1613.9615503018251,284.32008334349985,52.53044214461306,0.01602,2.3939961139957027,"",0,0,2.9924951424946284,0,0,2.9924951424946284,186.79744959392187
"0x3ce21222573F66bbD7E216fE85196A20F41546b3","",0.0004944735536168888,692.96636698916,692.96636698916,0,0,0.01602,2.06019374168497,"",0,2.266213115853467,2.575242177106212,0,0,2.575242177106212,160.75169644857755
"0x9F4E715fddc7c5a4C66a1F908927443Dcd9d7647","",0.0004662333684843539,714.0170136467099,484.0402431601219,250.07071242757084,-20.09394194098286,0.01602,1.9425327419236955,"",0,0,2.4281659274046192,0,0,2.4281659274046192,151.57090682925215
"0x6694201D90c4A18ec9A180eB37EefC9a9f490231","",0.00045450296196302667,0,0,0,0,0.01602,1.8936587224217687,"",0.9468293612108843,0,2.3670734030272107,0,0,0.9468293612108843,59.102956380205015
"0xD56f794A70b4890E441Bccc5038525866ca305b6","",0.00043979168462779367,0,0,0,0,0.01602,1.8323650874507036,"",0.9161825437253518,0,2.2904563593133793,0,0,0.9161825437253518,57.18992158085842
"0x6b22e1ac6940d2832607648fFF3d7Ca8a5224bA6","",0.0003508473872839808,398.2794294328584,212.29756723056673,188.39982735539883,-2.4179651531071045,0.01602,1.4617841263336926,"",0,0,1.8272301579171157,0,0,1.8272301579171157,114.05931073140547
"0x4Fe49089770fE363fB07b5c19495c23B2863BeE6","",0.00015558603543087838,506.7042704656755,406.73047430417273,81.43471159606135,18.539084565441442,0.01602,0.6482396766089122,"",0,0,0.8102995957611403,0,0,0.8102995957611403,50.58049911118229
"0x541e0a80700e60c69AEC3f75f033be9D39259587","",0.00007707531815262828,1895.742633710398,1895.742633710398,0,0,0.01602,0.32112958708293443,"",0,0.3532425457912279,0.40141198385366805,0,0,0.40141198385366805,25.056927831065423
"0x9fC7e5c04202d7397e208ea820058d80477939FB","",0.000042593961188190046,0,0,0,0,0.01602,0.1774651275717579,"",0.08873256378587895,0,0.22183140946469737,0,0,0.08873256378587895,5.538861659543006
"0xE7CA372E697edb3ACD2354219d055972C4EE4539","",8.483106669116656e-8,0.21091626139193997,0.16168058956957201,0.04661267673397534,0.0026229950883926156,0.01602,0.00035344343781226734,"",0,0,0.00044180429726533416,0,0,0.00044180429726533416,0.027578295709446577
