"address","in","ratio","currentHoldings","lastHoldings","lastWeekPayout","dif","cre8rPrice","basicBribe","out","bogusestBribe","basicBoost","boostedBribe","boostedBonus","payoutUSD","payoutCre8r"
"0x28aa4F9ffe21365473B64C161b566C3CdeAD0108","",0.13509249147803964,2333003.812921865,1816335.5630957498,3291.8034610063687,513376.4463651087,0.0158,696.0665219347841,"",0,0,870.08315241848,0,870.08315241848,55068.553950536705
"0xA5d896AcCC301fcaA21f03592269310e7444AA40","",0.24002893902163183,780171.8121297385,649724.4495167102,2006.9404211240458,128440.42219190428,0.0158,1236.7534784540055,"",0,0,1545.941848067507,0,1545.941848067507,97844.42076376625
"0xE221D5371EF7334a76aAC4f70b94DD80d1C18a00","",0.2052249765076407,394732.84428942314,317773.6613229696,1156.2394430424652,75802.94352341106,0.0158,1057.4254279338884,"",0,0,1321.7817849173605,0,1321.7817849173605,83657.07499476965
"0x821c2b462e50d0C4A333ff39071685Db52be0e51","",0.06646876226120532,0,0,0,0,0.0158,342.4815077304888,"",171.2407538652444,0,428.101884663111,0,171.2407538652444,10838.022396534454
"0x43C4fF14DAe2Fbb389Dd94498C3D610A0c69a89d","",0.12761354462600366,364457.6136051119,290424.665487979,1168.8074865158142,72864.14063061704,0.0158,657.5311121124103,"",0,0,821.9138901405129,0,821.9138901405129,52019.86646458942
"0x63DF7d9D7795883d56cA290f94aba8a6AA4F6f22","",0.11393302709277224,205778.81353148315,134158.0195865515,426.389939187252,71194.4040057444,0.0158,587.0419964447775,"",0,0,733.8024955559719,792.5066952004497,792.5066952004497,50158.651594965166
"0xA67D2c03c3cfe6177a60cAed0a4cfDA7C7a563e0","",0.035823231844614584,1681933.7200721633,1532503.4799356232,120.15165688595582,149310.08847965416,0.0158,184.5798543037287,"",0,0,230.72481787966086,0,230.72481787966086,14602.836574662078
"0x3c5Aac016EF2F178e8699D6208796A2D67557fe2","",0.03533371917343522,732621.3901953481,707807.8276960748,174.3960175686788,24639.166481704568,0.0158,182.05763135304596,"",0,0,227.57203919130745,0,227.57203919130745,14403.293619703001
"0xA8470d7e5052F64f87db7E5D40ca660cfe339531","",0.003176979754230473,2634.1122790800805,1290.4650173199998,32.70567000198738,1310.9415917580934,0.0158,16.36944602612433,"",0,0,20.461807532655413,22.098752135267848,22.098752135267848,1398.6551984346738
"0x65309c191325f87d75cd55faaeD40d5963238282","",0.008930278691532104,0,0,0,0,0.0158,46.013423549402354,"",23.006711774701177,0,57.51677943675294,0,23.006711774701177,1456.1209983988085
"0x3e6EdBa22D9cE22a7168406d26598AE20FE08e41","",0.002173126623289473,3110.5874473883823,2042.2255862549462,14.181757824300984,1054.1801033091351,0.0158,11.197074492055519,"",0,0,13.996343115069399,15.116050564274952,15.116050564274952,956.7120610300601
"0xEd723A2650A03F02Cda44d49b789E97e08Ff995A","",0.006309491701488289,0,0,23.070809931144254,-23.070809931144254,0.0158,32.50977086720813,"",16.254885433604066,0,0,0,16.254885433604066,1028.7902173167129
"0xf38b07B8ac72Ad70806E902c2ecFb7EdD36cA3f5","",0.00382283955916789,15006.406184296198,9837.848144617989,35.76707230443684,5132.790967373772,0.0158,19.697250430067424,"",0,0,24.62156303758428,26.591288080591024,26.591288080591024,1682.9929164931027
"0x005b753A8E7E2a7C24030284C20f5C3574191b72","",0.001029737591070087,7054.8991044300055,6695.954494516461,0,358.9446099135448,0.0158,5.305741686155624,"",0,5.836315854771187,6.63217710769453,0,6.63217710769453,419.758044790793
"0xAa560Ad63cde52ac6249C493642CBd3Dc7E0B7a2","",0.0018321234061236663,3756.2457750791095,2455.449117164287,6.720179264518602,1294.0764786503037,0.0158,9.440049207050986,"",0,0,11.800061508813734,12.744066429518833,12.744066429518833,806.5864828809388
"0x9CED3bDC0e6ff65C3f072b0b5527184843Ed4eaf","",0.0018136104468750853,5543.382659604167,1834.9640279539997,18.325890422550035,3690.092741227618,0.0158,9.344660847461993,"",0,0,11.680826059327492,12.615292144073692,12.615292144073692,798.4362116502335
"0xBf3C7DB385b2f6528B9c1B223d8BCe5EeddC888E","",0.0006509814145755703,808.1615592035902,808.1615592035902,0,0,0.0158,3.3541935908515113,"",0,3.6896129499366626,4.192741988564389,0,4.192741988564389,265.3634169977461
"0x12Cc543984D78cF120f16227A307cC9716eA5E2b","",0.001296324999717734,0,0,0,0,0.0158,6.679338162900887,"",3.3396690814504435,0,8.34917270362611,0,3.3396690814504435,211.37146085129388
"0x77E395cCB0f042083F389404f3459DAD40B6D552","",0.0005592627506202005,1133.7096977333856,0,1.8819757445127643,1131.8277219888728,0.0158,2.8816115049233852,"",0,0,3.6020143811542313,3.8901755316465705,3.8901755316465705,246.2136412434538
"0xE7377048eDeec220187b3f3B3dCB8B621fE26EfB","",0.00047932206478111294,1842.2298333033796,1633.7850529421246,3.2406347548664423,205.20414560638847,0.0158,2.4697156656780166,"",0,0,3.0871445820975207,0,3.0871445820975207,195.38889760110888
"0xB1F4E4b9A137eD083c07a68620C88FC27f251040","",0.0009406744648884721,527.5524732489163,149.40450549425452,6.173275304753209,371.9746924499085,0.0158,4.846842306955463,"",0,0,6.058552883694329,6.543237114389876,6.543237114389876,414.12893129049843
"0xe2860665106CebB46BE5E1388595feE42f43CA5D","",0.000831719851929859,7586.2937792719995,3653.9562592519997,7.576943025637373,3924.7605769943625,0.0158,4.285451679977643,"",0,0,5.356814599972054,5.785359767969819,5.785359767969819,366.1620106310012
